Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,91.62999725341797,94.80000305175781,91.2699966430664,93.13999938964844,93.13999938964844,1874768
2020-01-03,91.80000305175781,94.12999725341797,91.05000305175781,94.04000091552734,94.04000091552734,1003878
2020-01-06,93.0199966430664,94.83000183105469,92.30000305175781,94.66999816894531,94.66999816894531,1929602
2020-01-07,94.91000366210938,96.58000183105469,92.5,95.69999694824219,95.69999694824219,1865299
2020-01-08,95.13999938964844,97.36319732666016,94.48999786376953,95.16999816894531,95.16999816894531,2251334
2020-01-09,96.2699966430664,97.19999694824219,93.37999725341797,96.75,96.75,1441234
2020-01-10,96.91000366210938,97.68000030517578,94.51000213623047,95.22000122070312,95.22000122070312,1924271
2020-01-13,95.72000122070312,102.08000183105469,92.94999694824219,101.0,101.0,3245516
2020-01-14,101.01000213623047,104.77999877929688,100.52040100097656,103.58999633789062,103.58999633789062,2802039
2020-01-15,103.5,107.55000305175781,103.08000183105469,105.80999755859375,105.80999755859375,1797275
2020-01-16,106.77999877929688,107.47000122070312,105.1500015258789,106.37999725341797,106.37999725341797,2380868
2020-01-17,106.61000061035156,107.11000061035156,104.58999633789062,106.79000091552734,106.79000091552734,1580569
2020-01-21,106.48999786376953,108.36000061035156,105.16999816894531,107.41999816894531,107.41999816894531,1782261
2020-01-22,109.05999755859375,112.5250015258789,108.44999694824219,109.87000274658203,109.87000274658203,1900967
2020-01-23,108.16000366210938,108.77999877929688,104.13999938964844,106.91999816894531,106.91999816894531,1971978
2020-01-24,107.5,109.13999938964844,105.93000030517578,106.73999786376953,106.73999786376953,1320103
2020-01-27,103.33999633789062,105.06999969482422,101.69999694824219,104.31999969482422,104.31999969482422,1363976
2020-01-28,105.0,107.0,103.58999633789062,106.19000244140625,106.19000244140625,1157280
2020-01-29,107.23999786376953,107.3499984741211,103.9000015258789,103.91999816894531,103.91999816894531,1145462
2020-01-30,103.25,105.51000213623047,102.0999984741211,103.02999877929688,103.02999877929688,1148255
2020-01-31,103.0,103.0,93.29000091552734,93.69999694824219,93.69999694824219,3464937
2020-02-03,94.47000122070312,99.64800262451172,94.47000122070312,97.5,97.5,2031379
2020-02-04,99.58999633789062,101.59500122070312,98.41000366210938,99.61000061035156,99.61000061035156,1601227
2020-02-05,101.33999633789062,102.98999786376953,97.25,98.12999725341797,98.12999725341797,1109257
2020-02-06,98.66999816894531,103.37000274658203,97.69999694824219,100.30999755859375,100.30999755859375,2762328
2020-02-07,99.56999969482422,100.80999755859375,98.37999725341797,99.30999755859375,99.30999755859375,928218
2020-02-10,98.91999816894531,100.47000122070312,96.7699966430664,97.22000122070312,97.22000122070312,1471996
2020-02-11,97.45999908447266,99.1698989868164,95.38999938964844,96.4000015258789,96.4000015258789,1365381
2020-02-12,97.97000122070312,98.77749633789062,95.31999969482422,95.68000030517578,95.68000030517578,1284397
2020-02-13,94.25,94.73999786376953,81.94999694824219,82.16000366210938,82.16000366210938,7112275
2020-02-14,83.0199966430664,84.08999633789062,80.55999755859375,82.45999908447266,82.45999908447266,2913879
2020-02-18,82.1500015258789,83.33000183105469,80.08000183105469,81.55000305175781,81.55000305175781,2021014
2020-02-19,81.80000305175781,81.87999725341797,78.7509994506836,80.62999725341797,80.62999725341797,1947571
2020-02-20,80.61000061035156,82.38999938964844,79.63999938964844,82.33000183105469,82.33000183105469,1941063
2020-02-21,81.45999908447266,81.81999969482422,78.87000274658203,80.13999938964844,80.13999938964844,2861573
2020-02-24,74.91999816894531,76.43000030517578,72.02999877929688,75.54000091552734,75.54000091552734,3990565
2020-02-25,75.19999694824219,75.48999786376953,69.91000366210938,71.6500015258789,71.6500015258789,3065063
